id,EAP,HPL,MWS
id16344,0.3240394,0.026179535,0.64978105
id12303,0.12987606,0.7765391,0.093584806
id15017,0.9966125,0.0028759073,0.00051164726
id22308,0.44786784,0.033881266,0.5182509
id06536,0.001342326,0.0014294997,0.9972282
id19797,0.14682505,0.66850966,0.18466523
id06332,0.69077754,0.10192488,0.20729753
id22941,0.14735587,0.13032952,0.7223146
id13547,0.055254176,0.028799618,0.9159462
id06928,0.0019178658,0.00019755212,0.9978846
id12521,0.7509238,0.1796003,0.06947593
id25716,0.96877533,0.0093734795,0.021851216
id27116,0.001939629,0.00016894405,0.9978915
id19941,0.006373098,0.98473233,0.008894542
id05711,0.0017825791,0.0001250597,0.99809235
id02097,0.003689828,0.007391641,0.9889185
id03563,0.0004330738,0.99947256,9.443234e-05
id02295,0.58843565,0.31991798,0.09164641
id08179,0.99966383,0.00015133577,0.0001848387
id05332,0.019908411,0.9590292,0.021062424
id15697,0.909949,0.0145260915,0.075524844
id17026,0.11185845,0.02366283,0.86447877
id04243,0.9322834,0.06280642,0.004910184
id13175,0.99730265,0.0022447347,0.00045254658
id05387,0.98536545,0.005629385,0.009005222
id19989,0.98766404,0.001836361,0.010499551
id25173,0.16814117,0.024859231,0.80699956
id08925,0.0058893156,0.9932683,0.00084233895
id03034,0.005209948,0.99044776,0.004342311
id13272,0.00013209177,0.99982435,4.3648728e-05
id07956,0.9190623,0.010071789,0.07086593
id02648,0.012512673,0.0013454924,0.98614186
id01778,0.028581064,0.008332005,0.96308696
id12846,0.003338796,0.005919673,0.9907416
id19001,0.15892456,0.012942076,0.82813334
id05763,0.91571015,0.014378656,0.06991117
id15590,0.00083377847,5.6947614e-05,0.9991092
id04912,0.4619853,0.32442328,0.21359138
id21201,0.91517097,0.027936902,0.056892116
id13215,0.96615124,0.003638373,0.030210363
id15612,0.12113201,0.8722511,0.006616942
id18501,0.020561988,0.008069114,0.9713689
id07223,0.8751371,0.083540134,0.041322812
id06707,0.41970152,0.38923424,0.19106421
id05238,0.00018082737,0.99974614,7.303787e-05
id00935,0.018293085,0.03717156,0.9445353
id00110,0.90027523,0.00079320115,0.098931514
id17476,0.98878455,0.008359212,0.0028562231
id15170,0.99527293,0.002217869,0.0025092377
id13397,0.22033875,0.2311878,0.5484735
id24283,0.85140187,0.027139455,0.12145865
id15234,0.92851067,0.06347216,0.008017203
id16884,0.68753135,0.2453379,0.06713073
id07831,0.32185858,0.62142426,0.05671714
id16038,0.9287697,0.05276548,0.018464802
id03629,0.83003116,0.0678734,0.10209538
id21019,0.81259537,0.119261295,0.068143375
id21835,0.3728623,0.17975612,0.4473816
id04480,0.0004258799,0.9993358,0.00023822195
id20838,0.19966228,0.77069813,0.029639585
id24195,0.7086821,0.02524872,0.2660691
id05448,0.93636566,0.045889586,0.017744746
id15957,0.08569103,0.9056002,0.008708797
id19956,0.019449273,0.0019143719,0.9786364
id15104,0.009152577,0.02998367,0.96086377
id17559,0.90461266,0.058022097,0.037365198
id16839,0.075305745,0.7098142,0.21488008
id14493,0.62196195,0.017745221,0.36029285
id08833,0.65902513,0.08309184,0.25788307
id15723,0.080895625,0.03650066,0.8826037
id02716,0.99703753,0.0013813034,0.0015811549
id06689,0.005518262,0.9898914,0.0045903404
id18837,0.4071905,0.01600834,0.5768012
id04466,0.9829943,0.00578214,0.011223594
id00686,0.95144093,0.0026390427,0.04592008
id09010,0.019907556,0.97856575,0.0015267547
id23353,0.9793132,0.012923458,0.0077633495
id00066,0.83440053,0.15426719,0.011332327
id15724,0.017017875,0.977838,0.0051441183
id23486,0.044137243,0.0010774565,0.9547853
id22258,0.01639406,0.007889211,0.97571665
id02292,0.74822,0.111765556,0.14001442
id16356,0.12057402,0.012649935,0.866776
id00235,0.940157,0.040327806,0.01951521
id25522,0.036908146,0.0064763133,0.95661557
id04204,0.012036727,0.98621976,0.0017435168
id22016,0.6128537,0.08563406,0.3015122
id06480,0.012199877,0.98602676,0.0017733008
id08718,0.03429826,0.0011350316,0.9645667
id05251,0.00037529608,0.9994462,0.00017846542
id03359,0.8332108,0.07543817,0.091350995
id16117,0.04350772,0.006913771,0.9495785
id17000,0.00081988703,0.9985355,0.00064464915
id01730,0.0015144247,0.9983376,0.00014789282
id00630,0.8003923,0.17471416,0.02489351
id18175,0.09783434,0.0028595713,0.8993061
id00907,0.8811996,0.07047464,0.048325717
id18251,0.0005005588,0.9992987,0.00020075879
id25861,0.6423816,0.29419315,0.06342526
id00398,0.89785314,0.022163691,0.0799831
id27573,0.9922254,0.0024021221,0.005372471
id10022,0.009370937,0.81328434,0.17734474
id15901,0.0052707596,0.0002530167,0.99447626
id00451,0.010326135,0.012297014,0.9773769
id23129,0.02212583,0.9754583,0.0024158207
id26498,0.03789399,0.9494056,0.012700428
id14741,0.10233281,0.82607776,0.071589455
id18453,0.19615042,0.06362745,0.74022216
id08309,0.8554045,0.102487795,0.042107735
id00320,0.9982224,0.001291439,0.00048612067
id07688,0.24698001,0.13896076,0.6140592
id01556,0.010283625,0.012073925,0.9776424
id00178,0.1784467,0.009280279,0.81227297
id18902,0.008451174,0.008418519,0.98313034
id27002,0.6714546,0.26645607,0.0620893
id21418,0.9990277,0.0007341369,0.00023811239
id23018,0.35415426,0.08077057,0.56507516
id07032,0.83255506,0.06441228,0.103032716
id16195,0.6915359,0.02382122,0.28464285
id11202,0.12952995,0.86312443,0.0073455563
id09578,0.7842229,0.03866771,0.17710938
id26984,0.9118595,0.013239335,0.07490108
id19856,0.00046545328,0.9993259,0.0002087357
id12086,0.7856999,0.02413344,0.1901667
id12052,0.009076251,0.009358403,0.9815654
id17728,0.0008696301,0.00028519132,0.9988451
id24608,0.6807375,0.071465395,0.24779712
id21097,0.061227966,0.011651278,0.92712075
id20179,0.0015940502,0.0008399309,0.997566
id15144,0.74898124,0.13951583,0.11150295
id00206,0.9820049,0.0062411097,0.011754012
id22285,0.0033148965,0.00066615484,0.99601895
id06417,0.12568115,0.75703585,0.117283
id00215,0.01230105,0.9873997,0.00029924366
id04201,0.20516182,0.018684931,0.7761532
id21771,0.97056156,0.013272615,0.016165862
id12451,0.028780907,0.23384619,0.73737293
id14250,0.10377642,0.61798394,0.2782396
id03433,0.014494105,0.98302424,0.0024816385
id03303,0.14167666,0.016578432,0.8417449
id25901,0.05020839,0.89675474,0.053036857
id06945,0.36896738,0.0035609764,0.6274717
id05664,0.56218565,0.2681692,0.16964518
id05741,0.99644274,0.002763348,0.0007939444
id10652,0.8833076,0.02108889,0.09560348
id16300,0.99099964,0.004059478,0.004940868
id12319,0.81860435,0.11159598,0.06979968
id07500,0.010968589,0.9882563,0.0007751376
id12478,0.73501503,0.10919497,0.15579003
id03076,0.040232986,0.011231591,0.9485354
id00969,0.115993716,0.822717,0.06128926
id23636,0.010647951,0.9588504,0.030501723
id09791,0.046024434,0.014870005,0.9391055
id05680,0.058136858,0.72890496,0.21295814
id03672,0.004395312,0.9930958,0.0025088568
id04286,0.004508499,0.9884779,0.0070135402
id23883,0.0007104961,0.007002104,0.9922874
id11914,0.5111981,0.022496628,0.46630523
id20974,0.0033752336,0.9963865,0.00023823667
id26125,0.022943895,0.0023249534,0.9747311
id15543,0.6533544,0.12567359,0.22097202
id19471,0.9976332,0.0019231552,0.00044355617
id11503,0.95249575,0.028357914,0.019146312
id09321,0.05671437,0.9009811,0.04230451
id25560,0.0015491823,0.0020032723,0.99644756
id06726,0.46921334,0.088742636,0.44204405
id05709,0.9949167,0.0016208316,0.0034625058
id09788,0.21885817,0.20242958,0.5787123
id05289,0.9981078,0.00088510424,0.0010071008
id11815,0.003421478,0.99471563,0.0018629346
id22422,0.7699422,0.07730411,0.15275368
id25954,0.90610456,0.017482527,0.07641289
id13601,0.8475356,0.098251216,0.054213196
id05677,0.90707916,0.0032569875,0.08966385
id10498,0.006136455,0.99346465,0.0003988255
id02665,0.3210822,0.5617919,0.117125854
id10114,0.09319331,0.82811403,0.07869266
id26314,0.8886516,0.07565453,0.03569386
id21240,0.49215028,0.14069542,0.36715433
id15569,0.93096364,0.05738336,0.011653037
id25928,0.14916313,0.015086605,0.8357503
id22706,0.011029078,0.9878862,0.0010847612
id20877,0.007979964,0.9865501,0.0054699075
id04318,0.7370946,0.048479307,0.21442614
id18299,0.1470061,0.6797778,0.1732161
id08126,0.024348563,0.0013178552,0.9743336
id14293,0.2500711,0.007669475,0.74225944
id12759,0.9981294,0.0005209904,0.0013496288
id11983,0.71312463,0.10318076,0.18369454
id05580,0.13331968,0.74779665,0.1188837
id25846,0.34019575,0.40485844,0.25494578
id01939,0.65262187,0.110374585,0.23700356
id26327,0.3502534,0.13841313,0.51133347
id11068,0.00707464,0.00016137217,0.99276406
id08404,0.99348986,0.0016754096,0.004834758
id27189,0.71559966,0.2755752,0.008825145
id15119,0.0012998726,0.99164915,0.0070510237
id26525,0.98766613,0.007639731,0.004694083
id03618,0.32954213,0.63981587,0.030642044
id27220,0.9974203,0.001154317,0.0014254211
id18777,0.08035487,0.0034181064,0.916227
id20213,0.85938597,0.105372466,0.035241608
id20403,0.7436154,0.22893801,0.027446616
id03777,0.043253873,0.04591388,0.9108322
id10595,0.00088211783,0.9987734,0.00034450565
id13816,0.3246995,0.009816212,0.6654843
id05667,0.0048205825,0.041079856,0.95409954
id24629,0.654019,0.017864306,0.3281167
id20398,0.31052178,0.37970552,0.30977264
id14108,0.0016516985,0.00081308704,0.9975352
id06196,0.00026665232,0.99967754,5.5875884e-05
id02800,0.45520523,0.51259804,0.032196686
id18732,0.005823487,0.99184316,0.0023333435
id11915,0.016898299,0.97807455,0.0050271973
id09739,0.9517762,0.025838252,0.022385519
id24672,0.97681993,0.02135358,0.0018265345
id00414,0.0047135414,0.0009920179,0.99429446
id16307,0.9759696,0.010705361,0.013325096
id14043,0.5956819,0.0066611744,0.39765686
id00517,0.0018291402,0.00021818044,0.9979527
id09744,0.9851682,0.014648435,0.00018338434
id19257,0.9862546,0.00793733,0.0058080517
id15437,0.28092095,0.7111147,0.007964338
id16352,0.049179155,0.016725516,0.9340954
id18849,0.73295003,0.06255277,0.20449717
id19434,0.00037510874,0.9995629,6.1959705e-05
id17928,0.15966378,0.05848482,0.7818514
id16896,0.03208395,0.0012913297,0.96662474
id02135,0.15361282,0.30084255,0.5455446
id15075,0.98771465,0.00811531,0.0041701114
id27486,0.0007634867,0.9989513,0.0002851958
id19422,0.98411846,0.013069083,0.002812474
id09603,0.029478533,0.9497016,0.020819835
id02133,0.015292752,0.9807169,0.003990384
id03441,0.5642318,0.01323978,0.42252842
id02398,0.00020643602,0.99964464,0.00014886112
id05152,0.060682196,0.004937348,0.9343805
id17838,0.67350143,0.012606794,0.3138918
id25060,0.99929595,0.00054342975,0.00016059924
id09998,0.09141052,0.0393262,0.8692633
id01828,0.015840894,0.94887185,0.03528729
id25377,0.2139054,0.031226955,0.7548677
id22175,0.010538396,0.98863876,0.00082284206
id02974,0.014183623,0.008154353,0.977662
id26955,0.99702305,0.002635558,0.0003413654
id21091,0.95759755,0.011937149,0.030465297
id12802,0.9341642,0.06320061,0.0026351872
id07432,0.0015745204,0.9951565,0.0032690177
id18749,0.0045992276,0.99001557,0.0053851474
id15030,0.0016029135,0.004080185,0.9943169
id17155,0.0005716245,0.9992235,0.00020494443
id08128,0.00053111115,0.9980798,0.001389132
id25706,0.00021586001,0.99916816,0.00061604293
id15645,0.95202994,0.025310593,0.022659494
id04943,0.9647868,0.023740668,0.01147252
id27566,0.010549791,0.0007835103,0.9886668
id11765,0.4382325,0.25343564,0.30833188
id13783,0.46390137,0.39569288,0.14040571
id00492,0.005360457,0.0078077586,0.9868318
id27636,0.023920799,0.0019559527,0.9741233
id04273,0.993407,0.004945748,0.0016472805
id02537,0.17725194,0.087247305,0.7355008
id24349,0.9916409,0.007262296,0.0010967768
id00023,0.0018077882,0.9974267,0.0007655321
id23025,0.17443101,0.81039184,0.015177214
id08722,0.97181195,0.018328678,0.0098593505
id02420,0.9977865,0.0019227363,0.00029067261
id10811,0.99000937,0.006639883,0.0033506933
id04019,0.0048713773,0.0017443284,0.9933843
id18334,0.98655707,0.011412257,0.0020306439
id16781,0.83019644,0.118656084,0.05114743
id08773,0.06821757,0.92655057,0.0052318163
id19214,0.52675223,0.38233972,0.09090803
id09589,0.0007668445,0.9986523,0.00058095163
id24246,0.9562978,0.024291877,0.019410329
id23577,0.7810408,0.21477199,0.0041871797
id09305,0.91076064,0.051365785,0.037873544
id16460,0.3039781,0.02713459,0.6688873
id21115,0.37618494,0.04394803,0.579867
id25996,0.8899532,0.044280987,0.065765806
id02551,0.001454043,0.00064203644,0.99790394
id19352,0.0027106858,0.00014063685,0.9971487
id03806,0.13788708,0.02215825,0.8399547
id26544,0.7925841,0.06889808,0.13851783
id18761,0.9805325,0.010919473,0.008547965
id24148,0.03934937,0.9599651,0.0006854933
id16095,0.047241364,0.94341344,0.009345152
id18442,0.7620059,0.09935678,0.1386373
id22596,0.00071044697,0.00037109718,0.99891853
id23002,0.07085909,0.0027676066,0.92637336
id04797,0.9976465,0.0013022631,0.0010511717
id06610,0.065389484,0.001845308,0.9327652
id16173,0.5668805,0.18100573,0.25211373
id18292,0.037208866,0.039089937,0.92370117
id27328,0.99036986,0.0056300643,0.0040000575
id01695,0.0045623975,0.9912442,0.0041933907
id05761,0.6827334,0.006206143,0.31106046
id16354,0.9851391,0.009044201,0.0058167065
id12207,0.03186669,0.57742095,0.39071235
id05665,0.098353855,0.001098567,0.90054756
id01911,0.9874608,0.010639023,0.0019001384
id19153,0.020072928,0.0019024968,0.9780246
id10295,0.49809316,0.2089545,0.2929524
id23038,0.55476,0.27147654,0.17376353
id23783,0.029926836,0.9690665,0.0010066568
id27879,0.9241939,0.06733022,0.008475826
id19190,0.0009929229,0.99888426,0.00012284024
id05065,0.9655017,0.02587657,0.008621765
id21296,0.046245437,0.9414822,0.012272416
id13262,0.26171595,0.23652123,0.5017628
id10333,0.98196167,0.0074047176,0.010633623
id16677,0.03221444,0.8903204,0.07746516
id01392,0.2799902,0.10341448,0.61659527
id27874,0.7220766,0.1649714,0.11295201
id02294,0.027893754,0.94420904,0.02789726
id18298,0.0007211161,0.0027050017,0.9965739
id06997,0.9939155,0.00054974324,0.005534751
id05243,0.5825925,0.033439387,0.3839681
id00860,0.0030255583,0.993105,0.0038693845
id26681,0.99921393,0.00051030907,0.00027569872
id06020,0.010591657,0.0010254142,0.988383
id27683,0.6702253,0.14521234,0.18456231
id17655,0.000876018,0.9987839,0.00034007517
id08817,0.022968873,0.008766018,0.96826506
id11512,0.002257995,0.0035576953,0.9941843
id00478,0.3335745,0.018698208,0.6477273
id02116,0.9868702,0.0038334674,0.009296317
id06746,0.9958495,0.0029819352,0.0011685574
id03863,0.65697527,0.1485419,0.19448282
id01802,0.0049978956,0.9914737,0.0035284783
id11682,0.7655118,0.05839153,0.17609665
id04033,0.0037532453,0.9868348,0.009411999
id09286,0.047523133,0.7132418,0.23923509
id12904,0.99950004,0.00028033726,0.00021963126
id07420,0.00077367906,0.0024588385,0.9967675
id22398,0.00019891655,0.99954396,0.00025703886
id00424,0.05470039,0.007688861,0.9376107
id20960,0.9950925,0.0023564599,0.0025510066
id10267,0.06039091,0.913044,0.026565166
id19330,0.30435267,0.002326269,0.69332105
id00994,0.0017808101,0.9977677,0.00045151275
id10785,0.8036235,0.07087054,0.12550598
id00955,0.07144258,0.88458675,0.043970633
id09757,0.0006869366,0.9992015,0.000111637055
id10030,0.1554759,0.011878222,0.83264583
id22952,0.0670566,0.09696897,0.83597445
id21955,0.00043149834,0.00046998577,0.99909854
id07674,0.5984127,0.080328666,0.3212586
id13760,0.0047310344,0.994918,0.00035106062
id18166,0.99389815,0.00055118994,0.0055505834
id23498,0.9384856,0.058812372,0.0027020162
id05296,0.99463284,0.0036835894,0.0016835359
id26709,0.988282,0.009769144,0.0019488359
id02853,0.9717149,0.021702413,0.006582609
id06800,0.3520889,0.18149543,0.46641573
id14758,0.13491215,0.8554405,0.009647299
id12356,0.98361236,0.013125466,0.0032622316
id21492,0.8920554,0.089124225,0.018820357
id27540,0.44721478,0.030950101,0.52183515
id07376,0.083693646,0.7613756,0.15493077
id15201,0.511438,0.47746938,0.011092598
id23388,0.008591206,0.98967475,0.0017340078
id13923,0.0036544115,0.99561137,0.00073418877
id00794,0.0025681488,0.99647385,0.00095795724
id23910,0.23556219,0.027126975,0.7373108
id02556,0.095351964,0.04344666,0.8612014
id22151,0.00036322617,0.99944144,0.00019530265
id11698,0.067746535,0.8405001,0.09175333
id11627,0.5169289,0.1481523,0.3349188
id06340,0.99858105,0.0009725095,0.00044643503
id05123,0.89735717,0.018326377,0.08431643
id26620,0.0014759207,0.00054436753,0.9979797
id04002,0.017474677,0.11457231,0.867953
id26554,0.17433038,0.41767117,0.40799847
id18012,0.053751085,0.0076022362,0.9386466
id12964,0.37952974,0.011279642,0.6091906
id18965,0.014400901,0.9293316,0.0562675
id19082,0.0027403655,0.0013310971,0.99592847
id26742,0.007464319,0.0015819944,0.9909537
id15442,0.0248795,0.9669694,0.0081511745
id16647,0.6701063,0.06067885,0.26921478
id11544,0.06933958,0.008354704,0.92230564
id20581,0.43689737,0.11770078,0.44540188
id13192,0.12857303,0.07273956,0.79868746
id15814,0.33056182,0.11085532,0.5585829
id26279,0.009752071,0.9882301,0.0020178144
id00240,0.9863884,0.0100200195,0.0035916055
id22836,0.9980982,0.00081066485,0.0010911945
id15085,0.013556578,0.9588859,0.027557531
id17495,0.56923324,0.027028855,0.40373793
id26762,0.77045035,0.058428433,0.1711212
id13685,0.99878937,0.0004002628,0.00081036484
id16560,0.0010508026,0.99872476,0.00022439312
id17184,0.0014246037,0.9982582,0.00031721004
id21635,0.99875546,0.0002908658,0.00095368776
id26751,0.79819804,0.05306335,0.14873862
id12351,0.98653156,0.00068654167,0.012781887
id14872,0.42643237,0.47868386,0.094883814
id18372,0.889768,0.0951547,0.015077318
id26851,0.70793384,0.24250743,0.049558748
id22659,0.7885743,0.20871001,0.0027156973
id04102,0.0012459593,0.00034832014,0.99840575
id02353,0.001205823,0.9985158,0.00027841097
id26721,0.99657744,0.0009513757,0.0024711955
id11171,0.8483814,0.023373727,0.12824482
id13562,0.71359146,0.21386838,0.07254014
id26425,0.7205547,0.046998132,0.23244712
id26394,0.6126832,0.011648175,0.37566862
id22187,0.76780146,0.13086475,0.10133375
id00422,0.9995578,0.00015148288,0.0002906717
id22667,0.0036686428,0.99223924,0.0040921206
id00911,0.91488004,0.059451003,0.025669022
id17291,0.111699276,0.009576866,0.87872386
id01915,0.1848323,0.17639698,0.6387707
id01434,0.06781275,0.00737116,0.9248161
id01584,0.75218064,0.028100181,0.21971914
id09266,0.99290013,0.005871349,0.0012284901
id17494,0.0007978802,0.9990748,0.00012729682
id24919,0.47724578,0.23617214,0.2865821
id21043,0.06021829,0.0006678076,0.9391139
id17796,0.000498312,0.9993594,0.00014229791
id02166,0.17768829,0.0013682038,0.8209435
id17503,0.9925281,0.0026124779,0.0048595048
id21203,0.68199986,0.03716875,0.28083134
id25626,0.99953127,0.00011809138,0.00035070904
id09836,0.99853194,0.0012717216,0.00019630847
id24202,0.020840846,0.028720116,0.95043904
id27260,0.6877726,0.11923244,0.19299498
id23167,0.0006958146,0.0008194592,0.9984848
id10393,0.006439992,0.98887384,0.004686159
id01171,0.35986567,0.62333584,0.01679851
id06380,0.98537713,0.0037927206,0.010830138
id22686,0.16068742,0.0051534604,0.83415914
id26250,0.06894185,0.0034019658,0.92765623
id09315,0.18394266,0.678482,0.13757539
id00886,0.05374107,0.8559088,0.09035009
id03101,0.97026885,0.014990344,0.014740745
id12367,0.85085636,0.010298961,0.13884471
id10770,0.87533796,0.013565776,0.11109626
id14949,0.0025744175,0.996518,0.0009075835
id14141,0.094508745,0.8651335,0.04035778
id25417,0.04666125,0.93408227,0.01925651
id26873,0.87695944,0.08615231,0.036888283
id10818,0.35647902,0.04880177,0.59471923
id15146,0.77600825,0.017535072,0.20645668
id23328,0.86275995,0.13017036,0.007069727
id16765,0.12041006,0.75838083,0.12120909
id24383,0.9927972,0.0007016061,0.006501225
id21304,0.9497042,0.0074100494,0.04288573
id12551,0.004170643,0.9954535,0.0003758468
id23274,0.057676237,0.039094962,0.90322876
id08117,0.7293238,0.06308078,0.2075954
id23961,0.99701226,0.0019330691,0.0010546542
id13865,0.0014389664,0.9981674,0.00039356673
id22807,0.1842544,0.010705857,0.80503976
id08951,0.32059366,0.03374545,0.64566094
id18684,0.9959734,0.0024791027,0.0015475262
id25179,0.024317779,0.92038846,0.05529379
id27033,0.9505082,0.003578368,0.045913428
id13977,0.124784805,0.8326591,0.042556062
id19337,0.00026923243,0.99919826,0.0005325406
id25764,0.0031432868,0.9961467,0.0007100211
id16106,0.101977035,0.051082294,0.8469407
id05468,0.0038960073,0.0012662219,0.9948377
id05241,0.99045336,0.0021751707,0.0073714945
id10215,0.5609857,0.13652535,0.30248898
id23457,0.005115897,0.0043301545,0.9905539
id02200,0.9996716,0.000102123115,0.00022632924
id13714,0.1945162,0.7773308,0.028153015
id20332,0.0024623615,0.00088672363,0.9966509
id18573,0.06144774,0.049327884,0.88922435
id08569,0.99866486,0.0009949721,0.0003402262
id22767,0.35436085,0.37462175,0.27101746
id25390,0.056173813,0.8649702,0.07885597
id09288,0.9952815,0.0014464303,0.0032720424
id12381,0.9978376,0.0010135942,0.0011487673
id02895,0.004349536,0.0037922184,0.9918582
id25270,0.006331381,0.0013788599,0.9922897
id14248,0.70370954,0.051645316,0.24464513
id12831,0.8488956,0.025803985,0.12530047
id18305,0.8351055,0.01531202,0.14958248
id07805,0.9980488,0.0016722406,0.00027897907
id14027,0.033174668,0.024788247,0.9420371
id02760,0.6417396,0.11913224,0.23912814
id24362,0.98794323,0.005547337,0.006509493
id17065,0.00072480814,0.99899787,0.00027738322
id26583,0.015188432,0.35090193,0.6339097
id19664,0.9981786,0.0014833472,0.00033809445
id25145,0.94368964,0.014081143,0.04222926
id17858,0.0023953286,0.9963613,0.0012433255
id05148,0.25275505,0.2598547,0.48739025
id22928,0.47078338,0.49030617,0.03891043
id21549,0.64310116,0.00094081985,0.35595804
